Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations","Daily new estimated infections of COVID-19 (ICL, mean)","Daily new estimated infections of COVID-19 (IHME, mean)","Daily new estimated infections of COVID-19 (YYG, mean)","Daily new estimated infections of COVID-19 (LSHTM, median)"
Afghanistan,AFG,2020-01-02,0,,,,,
Afghanistan,AFG,2020-01-03,0,,,,,
Afghanistan,AFG,2020-01-04,0,,,,,
Afghanistan,AFG,2020-01-05,0,,,,,
Afghanistan,AFG,2020-01-06,0,,,,,
Afghanistan,AFG,2020-01-07,0,,,,,
Afghanistan,AFG,2020-01-08,0,,,,,
Afghanistan,AFG,2020-01-09,0,,,,,
Afghanistan,AFG,2020-01-10,0,,,,,
Afghanistan,AFG,2020-01-11,0,,,,,
Afghanistan,AFG,2020-01-12,0,,,,,
Afghanistan,AFG,2020-01-13,0,,,,,
Afghanistan,AFG,2020-01-14,0,,,,,
Afghanistan,AFG,2020-01-15,0,,,,,
Afghanistan,AFG,2020-01-16,0,,,,,
Afghanistan,AFG,2020-01-17,0,,,,,
Afghanistan,AFG,2020-01-18,0,,,,,
Afghanistan,AFG,2020-01-19,0,,,,,
Afghanistan,AFG,2020-01-20,0,,,,,
Afghanistan,AFG,2020-01-21,0,,,,,
Afghanistan,AFG,2020-01-22,0,,,,,
Afghanistan,AFG,2020-01-23,0,,,,,
Afghanistan,AFG,2020-01-24,0,,,,,
Afghanistan,AFG,2020-01-25,0,,,,,
Afghanistan,AFG,2020-01-26,0,,,,,
Afghanistan,AFG,2020-01-27,0,,,,,
Afghanistan,AFG,2020-01-28,0,,,,,
Afghanistan,AFG,2020-01-29,0,,,,,
Afghanistan,AFG,2020-01-30,0,,,,,
Afghanistan,AFG,2020-01-31,0,,,,,
Afghanistan,AFG,2020-02-01,0,,,,,
Afghanistan,AFG,2020-02-02,0,,,,,
Afghanistan,AFG,2020-02-03,0,,,,,
Afghanistan,AFG,2020-02-04,0,,,2.487023665,,
Afghanistan,AFG,2020-02-05,0,,,5.990852371,,
Afghanistan,AFG,2020-02-06,0,,,9.966244808,,
Afghanistan,AFG,2020-02-07,0,,,14.52870181,,
Afghanistan,AFG,2020-02-08,0,,,20.05780577,,
Afghanistan,AFG,2020-02-09,0,,,23.73896737,,
Afghanistan,AFG,2020-02-10,0,,,27.65989258,,
Afghanistan,AFG,2020-02-11,0,,,31.73763122,,
Afghanistan,AFG,2020-02-12,0,,,35.87930097,,
Afghanistan,AFG,2020-02-13,0,,,39.99123816,,
Afghanistan,AFG,2020-02-14,0,,0,43.98949323,,
Afghanistan,AFG,2020-02-15,0,,0.32,47.80938211,,
Afghanistan,AFG,2020-02-16,0,,0.81,51.41180101,,
Afghanistan,AFG,2020-02-17,0,,0.99,54.78680556,,
Afghanistan,AFG,2020-02-18,0,,1.14,57.95355633,,
Afghanistan,AFG,2020-02-19,0,,1.43,60.95775099,,
Afghanistan,AFG,2020-02-20,0,,1.47,63.86826112,,
Afghanistan,AFG,2020-02-21,0,,1.63,66.77308851,,
Afghanistan,AFG,2020-02-22,0,,2.23,69.77629313,,
Afghanistan,AFG,2020-02-23,0,,2.8,72.9952552,,
Afghanistan,AFG,2020-02-24,0,,3.19,76.55935798,,
Afghanistan,AFG,2020-02-25,0.14286,,3.87,80.60833709,,
Afghanistan,AFG,2020-02-26,0.14286,,4.8,85.29061209,,
Afghanistan,AFG,2020-02-27,0.14286,,5.96,90.76252771,,
Afghanistan,AFG,2020-02-28,0.14286,,6.98,97.19046538,,
Afghanistan,AFG,2020-02-29,0.14286,,8.17,104.7534488,,
Afghanistan,AFG,2020-03-01,0.14286,,10.19,113.6462648,,
Afghanistan,AFG,2020-03-02,0.14286,,12.48,124.0825031,,
Afghanistan,AFG,2020-03-03,0,,14.97,136.2959217,,
Afghanistan,AFG,2020-03-04,0,,17.72,150.5402317,,
Afghanistan,AFG,2020-03-05,0,,20.64,167.086199,,
Afghanistan,AFG,2020-03-06,0,,23.44,186.2163461,,
Afghanistan,AFG,2020-03-07,,,28.74,208.2182674,,
Afghanistan,AFG,2020-03-08,,,34.37,233.374557,,
Afghanistan,AFG,2020-03-09,,,42.51,261.9478998,,
Afghanistan,AFG,2020-03-10,,,48.95,294.1666959,,
Afghanistan,AFG,2020-03-11,,,54.23,330.2124276,,
Afghanistan,AFG,2020-03-12,,,63.92,370.2081415,,
Afghanistan,AFG,2020-03-13,,,75.81,414.209215,,
Afghanistan,AFG,2020-03-14,,,89.87,462.1988491,,
Afghanistan,AFG,2020-03-15,,,105.63,514.088843,,
Afghanistan,AFG,2020-03-16,4,,127.43,569.7215041,,
Afghanistan,AFG,2020-03-17,4.25,,151.13,628.8766637,,
Afghanistan,AFG,2020-03-18,3.75,,175.61,691.2934769,,
Afghanistan,AFG,2020-03-19,3,,209.72,756.6985486,,
Afghanistan,AFG,2020-03-20,2.5,,243.34,824.8256497,,
Afghanistan,AFG,2020-03-21,2.42857,,283.67,895.4303975,,
Afghanistan,AFG,2020-03-22,2,,320.29,968.306449,,
Afghanistan,AFG,2020-03-23,2.57143,,352.37,1043.293739,,
Afghanistan,AFG,2020-03-24,2.71429,,401.13,1120.282939,,
Afghanistan,AFG,2020-03-25,2.85714,,460.43,1199.221603,,
Afghanistan,AFG,2020-03-26,7.57143,,530.88,1280.126588,,68.9920554190085
Afghanistan,AFG,2020-03-27,7.57143,,594.45,1363.09084,,69.80116591761
Afghanistan,AFG,2020-03-28,9.57143,,676.57,1448.279544,,89.176932025364
Afghanistan,AFG,2020-03-29,11.71429,,759.23,1535.924824,,110.163728294147
Afghanistan,AFG,2020-03-30,11.42857,,824.58,1626.320446,,108.333175792121
Afghanistan,AFG,2020-03-31,14.42857,,874.79,1719.798351,,137.632212590392
Afghanistan,AFG,2020-04-01,17.71429,,917.65,1816.690477,,169.735217288433
Afghanistan,AFG,2020-04-02,16.71429,,950.38,1917.28838,,160.575813316141
Afghanistan,AFG,2020-04-03,22.85714,,994.17,2021.817183,,219.721051448064
Afghanistan,AFG,2020-04-04,20.57143,,1041.4,2130.410813,,197.427988457495
Afghanistan,AFG,2020-04-05,23.42857,,1134.45,2243.097402,,223.976199358201
Afghanistan,AFG,2020-04-06,26.42857,,1209.01,2359.7961,,251.056008122458
Afghanistan,AFG,2020-04-07,28,,1274.46,2480.30171,,263.632149585617
Afghanistan,AFG,2020-04-08,28.71429,,1337.53,2604.265418,,267.279007668863
Afghanistan,AFG,2020-04-09,33,,1388.65,2731.178994,,302.885880448242
Afghanistan,AFG,2020-04-10,35.57143,,1424.71,2860.367054,,321.079719913049
Afghanistan,AFG,2020-04-11,40.85714,,1469.63,2990.995841,,361.742739119142
Afghanistan,AFG,2020-04-12,40.71429,,1540.67,3122.085627,,352.67779670741
Afghanistan,AFG,2020-04-13,44,,1596.47,3252.531167,,371.967082411668
Afghanistan,AFG,2020-04-14,46.85714,,1646.54,3381.130281,,385.659775726425
Afghanistan,AFG,2020-04-15,49.57143,,1700.9,3506.640852,,396.325122905023
Afghanistan,AFG,2020-04-16,51.57143,,1752.58,3627.848874,,399.673766463029
Afghanistan,AFG,2020-04-17,44.28571,,1791.01,3743.62591,,332.04772338569
Afghanistan,AFG,2020-04-18,46.28571,,1858.77,3852.999512,,335.165680896132
Afghanistan,AFG,2020-04-19,50.42857,,1926.1,3955.258627,,352.12681671402
Afghanistan,AFG,2020-04-20,55.57143,,1982.41,4050.007012,,373.684889013616
Afghanistan,AFG,2020-04-21,52.28571,,2047.2,4137.195165,,338.229788801877
Afghanistan,AFG,2020-04-22,54,,2120.5,4217.151793,,335.755602948673
Afghanistan,AFG,2020-04-23,56,,2189.91,4290.588382,,334.471593016546
Afghanistan,AFG,2020-04-24,69.57143,,2263.19,4358.58562,,399.010572294949
Afghanistan,AFG,2020-04-25,72.28571,,2329.11,4422.554488,,398.053913537386
Afghanistan,AFG,2020-04-26,79.28571,,2412.61,4484.17964,,419.240621219583
Afghanistan,AFG,2020-04-27,76.42857,,2485.87,4545.377115,,388.194483130598
Afghanistan,AFG,2020-04-28,96,,2562.61,4608.259446,,468.624709742616
Afghanistan,AFG,2020-04-29,105,,2635.14,4675.080369,,492.983608798187
Afghanistan,AFG,2020-04-30,110.42857,,2706.19,4748.176804,,499.141913366203
Afghanistan,AFG,2020-05-01,127.14286,,2787.44,4829.932702,,553.879055004555
Afghanistan,AFG,2020-05-02,140.57143,,2874.41,4922.735928,,590.951553459816
Afghanistan,AFG,2020-05-03,143.71429,,2958.37,5028.954124,,583.850420006399
Afghanistan,AFG,2020-05-04,167.57143,,3063.73,5150.887991,,658.890699971908
Afghanistan,AFG,2020-05-05,170.14286,,3130.19,5290.728765,,648.56179237267
Afghanistan,AFG,2020-05-06,199.57143,,3232.61,5450.533505,,738.764094154827
Afghanistan,AFG,2020-05-07,206.14286,,3336.71,5632.139495,,742.380650809911
Afghanistan,AFG,2020-05-08,198.85714,,3425.33,5837.07298,,697.9926819959
Afghanistan,AFG,2020-05-09,206.14286,,3534.89,6066.453238,,706.561909829168
Afghanistan,AFG,2020-05-10,223.42857,,3651.57,6320.882847,,749.246208746234
Afghanistan,AFG,2020-05-11,242.57143,,3767.27,6600.378761,,797.38168566243
Afghanistan,AFG,2020-05-12,256.14286,,3889.21,6904.398392,,826.978687070133
Afghanistan,AFG,2020-05-13,249,,4006.87,7231.795725,,791.110822549945
Afghanistan,AFG,2020-05-14,262,,4132.05,7580.812417,,820.737077956451
Afghanistan,AFG,2020-05-15,253.71429,,4267.6,7949.085762,,785.137578504459
Afghanistan,AFG,2020-05-16,374.85714,,4398.82,8333.648437,,1148.13707115471
Afghanistan,AFG,2020-05-17,338.42857,,4563.17,8730.935658,,1027.88708008917
Afghanistan,AFG,2020-05-18,323.14286,,4716.7,9136.857053,,975.082057040215
Afghanistan,AFG,2020-05-19,340.71429,,4881.75,9546.945671,,1023.34390621667
Afghanistan,AFG,2020-05-20,383.71429,,5045.79,9956.487297,,1149.32079163544
Afghanistan,AFG,2020-05-21,417,,5220.22,10360.70688,,1247.93286411136
Afghanistan,AFG,2020-05-22,476.71429,,5399.94,10754.96173,,1428.10402465399
Afghanistan,AFG,2020-05-23,402,,5575.88,11135.01883,,1207.83815135558
Afghanistan,AFG,2020-05-24,513.71429,,5757.8,11497.28268,,1551.06831717472
Afghanistan,AFG,2020-05-25,559.71429,,5947.87,11838.97234,,1701.6263738926
Afghanistan,AFG,2020-05-26,585.85714,,6169.16,12158.25789,,1797.04485155054
Afghanistan,AFG,2020-05-27,596.85714,,6373.97,12454.34807,,1851.0144595065
Afghanistan,AFG,2020-05-28,615.85714,,6559.2,12727.45763,,1935.17123832053
Afghanistan,AFG,2020-05-29,622.85714,,6804.76,12978.76161,,1987.38562378729
Afghanistan,AFG,2020-05-30,634.71429,,7025.89,13210.38522,,2061.14008186124
Afghanistan,AFG,2020-05-31,646.71429,,7256.82,13425.32,,2142.32322376969
Afghanistan,AFG,2020-06-01,660.42857,,7516.28,13627.28474,,2237.04018175335
Afghanistan,AFG,2020-06-02,653.85714,,7750.87,13820.49629,,2270.16172901441
Afghanistan,AFG,2020-06-03,668.28571,,8034.75,14009.36544,,2384.11964385762
Afghanistan,AFG,2020-06-04,687.28571,,8283.81,14198.12861,,2525.60827429342
Afghanistan,AFG,2020-06-05,716.85714,,8558.63,14390.56022,,2720.13746667678
Afghanistan,AFG,2020-06-06,758.57143,,8825.15,14589.6604,,2979.44457414455
Afghanistan,AFG,2020-06-07,718,,8933.78,14797.4288,,2925.93923504106
Afghanistan,AFG,2020-06-08,733.85714,,8975.77,15014.86136,,3109.78088869844
Afghanistan,AFG,2020-06-09,738.14286,,9011.1,15241.884,,3259.49264119944
Afghanistan,AFG,2020-06-10,707.14286,,9053.27,15477.20984,,3260.18245738889
Afghanistan,AFG,2020-06-11,696.57143,,9090.48,15718.15821,,3358.62557832157
Afghanistan,AFG,2020-06-12,690.85714,,9161.07,15960.49117,,3488.72594646966
Afghanistan,AFG,2020-06-13,653.85714,,9215.34,16198.26509,,3462.0428074175
Afghanistan,AFG,2020-06-14,650.14286,,9290.39,16423.75622,,3612.18348942675
Afghanistan,AFG,2020-06-15,632,,9357.6,16627.65461,,3686.10391343213
Afghanistan,AFG,2020-06-16,658.57143,,9421.25,16799.55202,,4032.25226070473
Afghanistan,AFG,2020-06-17,693,,9477.98,16928.55072,,4452.42040879523
Afghanistan,AFG,2020-06-18,675.85714,,9543.85,17003.82544,,4552.72976445951
Afghanistan,AFG,2020-06-19,663.14286,,9612.34,17015.24166,,4677.63202332029
Afghanistan,AFG,2020-06-20,618.85714,,9638.06,16953.88172,,4563.22734595564
Afghanistan,AFG,2020-06-21,617.42857,,9511.67,16812.59078,,4749.10897185723
Afghanistan,AFG,2020-06-22,581,,9306.17,16586.74968,,4650.00787177832
Afghanistan,AFG,2020-06-23,516.57143,,9091.22,16274.79145,,4289.54206011615
Afghanistan,AFG,2020-06-24,453,,8864.56,15878.29501,,3890.37422911357
Afghanistan,AFG,2020-06-25,405.85714,,8701,15402.1253,,3592.23229475615
Afghanistan,AFG,2020-06-26,377.57143,,8531.59,14854.31446,,3431.4080782557
Afghanistan,AFG,2020-06-27,367.57143,,8398.62,14245.3755,,3416.66685106196
Afghanistan,AFG,2020-06-28,313.14286,,8240.52,13587.63555,,2965.11854516389
Afghanistan,AFG,2020-06-29,304.85714,,8114.05,12894.73254,,2928.55367901255
Afghanistan,AFG,2020-06-30,299.28571,,7985.88,12180.87299,,2904.78903060376
Afghanistan,AFG,2020-07-01,290.85714,,7863.35,11460.08804,,2840.60111215368
Afghanistan,AFG,2020-07-02,303,,7718.97,10745.58602,,2965.84499893085
Afghanistan,AFG,2020-07-03,263.85714,,7592.38,10049.27886,,2578.60941568351
Afghanistan,AFG,2020-07-04,267.57143,,7433.53,9381.444048,,2601.28217038462
Afghanistan,AFG,2020-07-05,293.71429,,7160.38,8750.446034,,2830.92357035228
Afghanistan,AFG,2020-07-06,283.42857,,6876.13,8162.528599,,2699.89072146897
Afghanistan,AFG,2020-07-07,306.57143,,6550.59,7621.858141,,2878.1147836528
Afghanistan,AFG,2020-07-08,296.71429,,6270.8,7130.646054,,2738.48859663561
Afghanistan,AFG,2020-07-09,259.57143,,5974.35,6689.390436,,2350.15816029829
Afghanistan,AFG,2020-07-10,269.42857,,5723.97,6297.115052,,2388.80834294715
Afghanistan,AFG,2020-07-11,291.71429,,5480.1,5951.630131,,2529.15677832428
Afghanistan,AFG,2020-07-12,254.14286,,5259.24,5649.895863,,2152.38504721607
Afghanistan,AFG,2020-07-13,214.28571,,5040.15,5388.260957,,1771.55069858607
Afghanistan,AFG,2020-07-14,153,,4840.67,5162.623052,,1234.27176654401
Afghanistan,AFG,2020-07-15,163.71429,,4637.8,4968.573951,,1288.68085899726
Afghanistan,AFG,2020-07-16,191.57143,,4444.71,4801.538458,,1471.76806702631
Afghanistan,AFG,2020-07-17,166,,4258.85,4656.850519,,1245.36198077008
Afghanistan,AFG,2020-07-18,131.85714,,4082.1,4529.710779,,966.723252949218
Afghanistan,AFG,2020-07-19,121.42857,,3869.36,4415.186958,,870.881713603577
Afghanistan,AFG,2020-07-20,146.28571,,3699.9,4308.293114,,1027.50323418506
Afghanistan,AFG,2020-07-21,165.71429,,3517.95,4204.046014,,1141.44684598875
Afghanistan,AFG,2020-07-22,141,,3329.69,4097.636914,,953.800968788385
Afghanistan,AFG,2020-07-23,131.57143,,3170.15,3984.703896,,875.404059091961
Afghanistan,AFG,2020-07-24,122.57143,,2996.14,3861.572499,,803.421284758087
Afghanistan,AFG,2020-07-25,106.71429,,2847.22,3725.475342,,690.241045882417
Afghanistan,AFG,2020-07-26,122.28571,,2720.19,3574.784677,,781.8175890814
Afghanistan,AFG,2020-07-27,112.57143,,2569.09,3409.120016,,712.573600583573
Afghanistan,AFG,2020-07-28,107.57143,,2452.57,3229.337323,,675.288229874249
Afghanistan,AFG,2020-07-29,106.28571,,2326.52,3037.43668,,662.766072602658
Afghanistan,AFG,2020-07-30,79.42857,,2226.62,2836.364001,,492.752695988659
Afghanistan,AFG,2020-07-31,87.71429,,2114.78,2629.73545,,542.162558719564
Afghanistan,AFG,2020-08-01,96.28571,,2005.36,2421.549538,,593.803965830079
Afghanistan,AFG,2020-08-02,79,,1878.26,2215.899612,,486.73609677066
Afghanistan,AFG,2020-08-03,63.85714,,1761.51,2016.695985,,393.53445188793
Afghanistan,AFG,2020-08-04,54.14286,,1649.59,1827.457618,,334.115054471798
Afghanistan,AFG,2020-08-05,51.14286,,1538.48,1651.145005,,316.328755715518
Afghanistan,AFG,2020-08-06,60.71429,,1445.59,1490.019888,,376.708013001201
Afghanistan,AFG,2020-08-07,56.42857,,1358.97,1345.619947,,351.472251055026
Afghanistan,AFG,2020-08-08,43.57143,,1282.4,1218.821134,,272.591328072533
Afghanistan,AFG,2020-08-09,49.14286,,1212.82,1109.970275,,308.958124975842
Afghanistan,AFG,2020-08-10,49.14286,,1143.65,1019.070556,,310.574966357852
Afghanistan,AFG,2020-08-11,43.85714,,1077.2,945.7089599,,278.677330927546
Afghanistan,AFG,2020-08-12,62.85714,,1026.76,888.7424888,,
Afghanistan,AFG,2020-08-13,64.14286,,964.95,846.5500849,,
Afghanistan,AFG,2020-08-14,69.57143,,917.93,817.1596,,
Afghanistan,AFG,2020-08-15,59.42857,,862.74,797.9610537,,
Afghanistan,AFG,2020-08-16,71,,818.6,786.2886181,,
Afghanistan,AFG,2020-08-17,77.42857,,769.21,779.8663423,,
Afghanistan,AFG,2020-08-18,77.85714,,736.16,776.7833362,,
Afghanistan,AFG,2020-08-19,47.14286,,695.54,775.5809728,,
Afghanistan,AFG,2020-08-20,59.14286,,654.25,774.9440723,,
Afghanistan,AFG,2020-08-21,61.71429,,622.45,773.7922031,,
Afghanistan,AFG,2020-08-22,66.14286,,586.95,771.7795204,,
Afghanistan,AFG,2020-08-23,64,,555.72,768.9281359,,
Afghanistan,AFG,2020-08-24,57.57143,,529.08,761.1822039,,
Afghanistan,AFG,2020-08-25,67.28571,,501.71,750.4852128,,
Afghanistan,AFG,2020-08-26,67.42857,,476.73,739.9840406,,
Afghanistan,AFG,2020-08-27,52.42857,,453.3,727.8113458,,
Afghanistan,AFG,2020-08-28,39,,428.99,714.9460718,,
Afghanistan,AFG,2020-08-29,35.14286,,406.3,701.5241961,,
Afghanistan,AFG,2020-08-30,20.57143,,386.61,687.7396552,,
Afghanistan,AFG,2020-08-31,23.28571,,364.72,673.98338,,
Afghanistan,AFG,2020-09-01,18,,345.18,660.46969,,
Afghanistan,AFG,2020-09-02,19.14286,,324.09,646.908413,,
Afghanistan,AFG,2020-09-03,16.71429,,309.27,633.2689243,,
Afghanistan,AFG,2020-09-04,22.71429,,300.35,620.2962944,,
Afghanistan,AFG,2020-09-05,23.42857,,281.43,607.8658818,,
Afghanistan,AFG,2020-09-06,25.85714,,268.77,595.5245192,,
Afghanistan,AFG,2020-09-07,33.71429,,255.25,583.2865706,,
Afghanistan,AFG,2020-09-08,42.57143,,247.21,571.1620753,,
Afghanistan,AFG,2020-09-09,45,,230.8,,,
Afghanistan,AFG,2020-09-10,43,,218.85,,,
Afghanistan,AFG,2020-09-11,40.57143,,209.65,,,
Afghanistan,AFG,2020-09-12,43.14286,,198.67,,,
Afghanistan,AFG,2020-09-13,45.28571,,,,,
Afghanistan,AFG,2020-09-14,45.42857,,,,,
Afghanistan,AFG,2020-09-15,45.85714,,,,,
Africa,,2020-01-02,0,,,,,
Africa,,2020-01-03,0,,,,,
Africa,,2020-01-04,0,,,,,
Africa,,2020-01-05,0,,,,,
Africa,,2020-01-06,0,,,,,
Africa,,2020-01-07,0,,,,,
Africa,,2020-01-08,0,,,,,
Africa,,2020-01-09,0,,,,,
Africa,,2020-01-10,0,,,,,
Africa,,2020-01-11,0,,,,,
Africa,,2020-01-12,0,,,,,
Africa,,2020-01-13,0,,,,,
Africa,,2020-01-14,0,,,,,
Africa,,2020-01-15,0,,,,,
Africa,,2020-01-16,0,,,,,
Africa,,2020-01-17,0,,,,,
Africa,,2020-01-18,0,,,,,
Africa,,2020-01-19,0,,,,,
Africa,,2020-01-20,0,,,,,
Africa,,2020-01-21,0,,,,,
Africa,,2020-01-22,0,,,,,
Africa,,2020-01-23,0,,,,,
Africa,,2020-01-24,0,,,,,
Africa,,2020-01-25,0,,,,,
Africa,,2020-01-26,0,,,,,
Africa,,2020-01-27,0,,,,,
Africa,,2020-01-28,0,,,,,
Africa,,2020-01-29,0,,,,,
Africa,,2020-01-30,0,,,,,
Africa,,2020-01-31,0,,,,,
Africa,,2020-02-01,0,,,,,
Africa,,2020-02-02,0,,,,,
Africa,,2020-02-03,0,,,,,
Africa,,2020-02-04,0,,,,,
Africa,,2020-02-05,0,,,,,
Africa,,2020-02-06,0,,,,,
Africa,,2020-02-07,0,,,,,
Africa,,2020-02-08,0,,,,,
Africa,,2020-02-09,0,,,,,
Africa,,2020-02-10,0,,,,,
Africa,,2020-02-11,0,,,,,
Africa,,2020-02-12,0,,,,,
Africa,,2020-02-13,0,,,,,
Africa,,2020-02-14,0,,,,,
Africa,,2020-02-15,0.14286,,,,,
Africa,,2020-02-16,0.14286,,,,,
Africa,,2020-02-17,0.14286,,,,,
Africa,,2020-02-18,0.14286,,,,,
Africa,,2020-02-19,0.14286,,,,,
Africa,,2020-02-20,0.14286,,,,,
Africa,,2020-02-21,0.14286,,,,,
Africa,,2020-02-22,0,,,,,
Africa,,2020-02-23,0,,,,,
Africa,,2020-02-24,0,,,,,
Africa,,2020-02-25,0,,,,,
Africa,,2020-02-26,0.14286,,,,,
Africa,,2020-02-27,0.14286,,,,,
Africa,,2020-02-28,0.28571,,,,,
Africa,,2020-02-29,0.28571,,,,,
Africa,,2020-03-01,0.57143,,,,,
Africa,,2020-03-02,0.71429,,,,,
Africa,,2020-03-03,1.14286,,,,,
Africa,,2020-03-04,1.28571,,,,,
Africa,,2020-03-05,2.57143,,,,,
Africa,,2020-03-06,3.71429,,,,,
Africa,,2020-03-07,5.71429,,,,,
Africa,,2020-03-08,5.57143,,,,,
Africa,,2020-03-09,11,,,,,
Africa,,2020-03-10,12.28571,,,,,
Africa,,2020-03-11,13.42857,,,,,
Africa,,2020-03-12,14,,,,,
Africa,,2020-03-13,18.57143,,,,,
Africa,,2020-03-14,22.71429,,,,,
Africa,,2020-03-15,27.85714,,,,,
Africa,,2020-03-16,34.42857,,,,,
Africa,,2020-03-17,43.85714,,,,,
Africa,,2020-03-18,55.57143,,,,,
Africa,,2020-03-19,73.57143,,,,,
Africa,,2020-03-20,83.57143,,,,,
Africa,,2020-03-21,110.42857,,,,,
Africa,,2020-03-22,133.85714,,,,,
Africa,,2020-03-23,152.14286,,,,,
Africa,,2020-03-24,190.85714,,,,,
Africa,,2020-03-25,244.14286,,,,,
Africa,,2020-03-26,293.85714,,,,,
Africa,,2020-03-27,362,,,,,
Africa,,2020-03-28,404.14286,,,,,
Africa,,2020-03-29,421.14286,,,,,
Africa,,2020-03-30,462.85714,,,,,
Africa,,2020-03-31,485.57143,,,,,
Africa,,2020-04-01,489,,,,,
Africa,,2020-04-02,508.28571,,,,,
Africa,,2020-04-03,515,,,,,
Africa,,2020-04-04,529.14286,,,,,
Africa,,2020-04-05,616.57143,,,,,
Africa,,2020-04-06,649.42857,,,,,
Africa,,2020-04-07,666.42857,,,,,
Africa,,2020-04-08,699.71429,,,,,
Africa,,2020-04-09,742.57143,,,,,
Africa,,2020-04-10,771,,,,,
Africa,,2020-04-11,777.71429,,,,,
Africa,,2020-04-12,746.57143,,,,,
Africa,,2020-04-13,763.85714,,,,,
Africa,,2020-04-14,784.14286,,,,,
Africa,,2020-04-15,822.42857,,,,,
Africa,,2020-04-16,828.14286,,,,,
Africa,,2020-04-17,864.14286,,,,,
Africa,,2020-04-18,992.14286,,,,,
Africa,,2020-04-19,1055.85714,,,,,
Africa,,2020-04-20,1111.57143,,,,,
Africa,,2020-04-21,1139.42857,,,,,
Africa,,2020-04-22,1190.85714,,,,,
Africa,,2020-04-23,1206.14286,,,,,
Africa,,2020-04-24,1270.28571,,,,,
Africa,,2020-04-25,1311.14286,,,,,
Africa,,2020-04-26,1322.71429,,,,,
Africa,,2020-04-27,1349.28571,,,,,
Africa,,2020-04-28,1413.57143,,,,,
Africa,,2020-04-29,1473.57143,,,,,
Africa,,2020-04-30,1578.42857,,,,,
Africa,,2020-05-01,1661.28571,,,,,
Africa,,2020-05-02,1668.85714,,,,,
Africa,,2020-05-03,1780,,,,,
Africa,,2020-05-04,1812.42857,,,,,
Africa,,2020-05-05,1994.28571,,,,,
Africa,,2020-05-06,2039.42857,,,,,
Africa,,2020-05-07,2134.57143,,,,,
Africa,,2020-05-08,2179.42857,,,,,
Africa,,2020-05-09,2439.85714,,,,,
Africa,,2020-05-10,2551.57143,,,,,
Africa,,2020-05-11,2708,,,,,
Africa,,2020-05-12,2769.71429,,,,,
Africa,,2020-05-13,2899.42857,,,,,
Africa,,2020-05-14,2979.42857,,,,,
Africa,,2020-05-15,3081.85714,,,,,
Africa,,2020-05-16,2942.28571,,,,,
Africa,,2020-05-17,2971.14286,,,,,
Africa,,2020-05-18,3060.71429,,,,,
Africa,,2020-05-19,3082.14286,,,,,
Africa,,2020-05-20,3123,,,,,
Africa,,2020-05-21,3207.42857,,,,,
Africa,,2020-05-22,3453.71429,,,,,
Africa,,2020-05-23,3611.42857,,,,,
Africa,,2020-05-24,3816.57143,,,,,
Africa,,2020-05-25,3870.42857,,,,,
Africa,,2020-05-26,3954.14286,,,,,
Africa,,2020-05-27,4045.14286,,,,,
Africa,,2020-05-28,4221,,,,,
Africa,,2020-05-29,4203.71429,,,,,
Africa,,2020-05-30,4491,,,,,
Africa,,2020-05-31,4781.57143,,,,,
Africa,,2020-06-01,5012.42857,,,,,
Africa,,2020-06-02,5245.85714,,,,,
Africa,,2020-06-03,5395.57143,,,,,
Africa,,2020-06-04,5377.57143,,,,,
Africa,,2020-06-05,5791.71429,,,,,
Africa,,2020-06-06,6008.57143,,,,,
Africa,,2020-06-07,6000.71429,,,,,
Africa,,2020-06-08,6086,,,,,
Africa,,2020-06-09,6297.85714,,,,,
Africa,,2020-06-10,6527.42857,,,,,
Africa,,2020-06-11,6778.28571,,,,,
Africa,,2020-06-12,6721,,,,,
Africa,,2020-06-13,6897.28571,,,,,
Africa,,2020-06-14,7170.85714,,,,,
Africa,,2020-06-15,7646.71429,,,,,
Africa,,2020-06-16,7815.28571,,,,,
Africa,,2020-06-17,7942.14286,,,,,
Africa,,2020-06-18,8231.28571,,,,,
Africa,,2020-06-19,8393,,,,,
Africa,,2020-06-20,8594,,,,,
Africa,,2020-06-21,8961.42857,,,,,
Africa,,2020-06-22,8991.71429,,,,,
Africa,,2020-06-23,9140.57143,,,,,
Africa,,2020-06-24,9379.28571,,,,,
Africa,,2020-06-25,9696.28571,,,,,
Africa,,2020-06-26,10308.28571,,,,,
Africa,,2020-06-27,10490,,,,,
Africa,,2020-06-28,10699.28571,,,,,
Africa,,2020-06-29,10951.85714,,,,,
Africa,,2020-06-30,11169,,,,,
Africa,,2020-07-01,11526.28571,,,,,
Africa,,2020-07-02,11885.42857,,,,,
Africa,,2020-07-03,12131.57143,,,,,
Africa,,2020-07-04,12633.42857,,,,,
Africa,,2020-07-05,13139,,,,,
Africa,,2020-07-06,13620.14286,,,,,
Africa,,2020-07-07,14189.42857,,,,,
Africa,,2020-07-08,14846.71429,,,,,
Africa,,2020-07-09,15033.14286,,,,,
Africa,,2020-07-10,15658.85714,,,,,
Africa,,2020-07-11,16050.57143,,,,,
Africa,,2020-07-12,16448.42857,,,,,
